# Summary generated on 2023-06-16 11:37:12.885093 UTC
#  Unique trajectory;      Beginning      ;        Beginning          ;   IAU;  IAU;   Sol lon ;   App LST ;   RAgeo  ;   +/-  ;   DECgeo ;   +/-  ;  LAMgeo  ;   +/-  ;   BETgeo ;   +/-  ;    Vgeo  ;    +/- ;  LAMhel  ;   +/-  ;   BEThel ;   +/-  ;    Vhel  ;    +/- ;       a    ;   +/-  ;      e    ;   +/-  ;      i    ;   +/-  ;    peri   ;    +/-  ;    node   ;    +/-  ;     Pi    ;   +/-  ;      b    ;   +/-  ;      q    ;   +/-  ;      f    ;   +/-  ;      M    ;   +/-  ;       Q    ;   +/-  ;      n    ;   +/-  ;      T    ;   +/-  ; TisserandJ;   +/-  ;   RAapp  ;   +/-  ;   DECapp ;   +/-  ;  Azim +E ;   +/-  ;    Elev  ;   +/-  ;   Vinit  ;    +/- ;    Vavg  ;    +/- ;    LatBeg   ;   +/-  ;    LonBeg   ;   +/-  ;   HtBeg ;   +/-  ;    LatEnd   ;   +/-  ;    LonEnd   ;   +/-  ;   HtEnd ;   +/-  ; Duration;  Peak ;  Peak Ht;   F  ;  Mass kg;   Qc ; MedianFitErr; Beg in; End in;  Num;      Participating    
#      identifier   ;     Julian date     ;         UTC Time          ;    No; code;     deg   ;     deg   ;    deg   ;  sigma ;    deg   ;  sigma ;    deg   ;  sigma ;     deg  ;  sigma ;    km/s  ;   sigma;    deg   ;  sigma ;     deg  ;  sigma ;    km/s  ;   sigma;      AU    ;  sigma ;           ;  sigma ;    deg    ;  sigma ;     deg   ;   sigma ;     deg   ;   sigma ;    deg    ;  sigma ;    deg    ;  sigma ;     AU    ;  sigma ;    deg    ;  sigma ;     deg   ;  sigma ;      AU    ;  sigma ;   deg/day ;  sigma ;    years  ;  sigma ;           ;  sigma ;    deg   ;  sigma ;    deg   ;  sigma ; of N  deg;  sigma ;     deg  ;  sigma ;    km/s  ;   sigma;    km/s  ;   sigma;    +N deg   ;  sigma ;    +E deg   ;  sigma ;     km  ;  sigma ;    +N deg   ;  sigma ;    +E deg   ;  sigma ;     km  ;  sigma ;   sec   ; AbsMag;     km  ; param; tau=0.7%;  deg ;    arcsec   ;   FOV ;   FOV ; stat;         stations      
# ------------------; --------------------; --------------------------; -----; ----; ----------; ----------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; -----------; -------; ----------; -------; ----------; -------; ----------; --------; ----------; --------; ----------; -------; ----------; -------; ----------; -------; ----------; -------; ----------; -------; -----------; -------; ----------; -------; ----------; -------; ----------; -------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; ------------; -------; ------------; -------; --------; -------; ------------; -------; ------------; -------; --------; -------; --------; ------; --------; -----; --------; -----; ------------; ------; ------; ----; ----------------------
20190901003748_08p1S; 2458727.526252202224; 2019-09-01 00:37:48.190272;    -1;  ...; 158.047555;   3.084961;  57.99340;  0.5847; +37.08717;  0.1988;  63.83289;  0.5114; +16.51188;  0.1267;  64.63908;  0.1634;  59.30223;  0.9462; +29.35201;  0.2683;  37.48256;  0.1803;    2.515406;  0.0923;   0.608030;  0.0168; 150.361029;  0.2305; 200.206122;   1.9079; 158.044971;   0.0000; 358.251093;  1.9079;  -9.834975;    None;   0.985963;  0.0046; 339.789336;  1.9079; 356.026510;  0.1393;    4.044848;  0.1891;   0.247054;  0.0143;   3.989447;  0.2176;   1.109497;  0.0830;  58.17861;  0.5776; +37.14209;  0.1973;  80.02496;  0.5578;  48.41276;  0.3388;  65.80560; 23.6583;  62.19291;  0.0692;    44.190512;  0.0008;    13.739445;  0.0003; 111.0411;    0.08;    44.172193;  0.0005;    13.595375;  0.0003;  97.6722;    0.04;     0.28;  -1.21; 101.2533; 0.732; 4.48e-05; 75.13;        61.99;   True;   True;    2; HR000D,HR0010
20190901004457_ebfgy; 2458727.531221518759; 2019-09-01 00:44:57.539221;    -1;  ...; 158.052363;   5.783876;  62.67984;  0.0864; +37.88034;  0.3714;  67.79860;  0.0296; +16.52474;  0.3767;  59.14244;  0.1348;  66.65341;  0.0624; +31.74450;  0.6182;  31.97575;  0.2284;    1.206687;  0.0221;   0.164727;  0.0161; 148.247880;  0.6181; 188.443082;   1.4344; 158.050126;   0.0001; 346.493208;  1.4343;  -4.431487;    None;   1.007913;  0.0004; 351.552608;  1.4345; 354.018665;  1.3694;    1.405462;  0.0439;   0.743554;  0.0223;   1.325540;  0.0358;   3.505131;  0.0853;  62.80473;  0.0837; +37.95708;  0.3665;  79.93331;  0.4240;  47.79648;  0.2401;  60.39065;  0.1325;  57.02782;  0.2349;    46.082893;  0.0004;    14.621393;  0.0002; 109.6174;    0.05;    46.069793;  0.0002;    14.515894;  0.0000; 100.3464;    0.03;     0.26;  -0.36; 105.3634; 0.459; 2.13e-05;  9.25;         9.03;   True;   True;    2; HR000Q,HR000T
20190901004601_6dh3L; 2458727.531960222870; 2019-09-01 00:46:01.363256;    -1;  ...; 158.053078;   5.696337;  75.05414;  0.1655; +39.88585;  0.3127;  78.05265;  0.0964; +17.06598;  0.3244;  58.19856;  0.4971;  88.14965;  0.3223; +32.40132;  0.3543;  31.87729;  0.5502;    1.196455;  0.0700;   0.326360;  0.0199; 145.948941;  0.3099; 100.411128;   5.9600; 158.051153;   0.0000; 258.462281;  5.9600;  33.415940;    None;   0.805980;  0.0188;  79.584829;  5.9599;  44.971838;  5.4826;    1.586931;  0.1214;   0.753112;  0.0527;   1.308716;  0.1204;   3.598710;  0.2233;  75.01532;  0.1565; +39.96320;  0.3065;  70.60951;  0.2720;  40.51931;  0.2567;  59.48245;  0.4886;  54.80435;  0.3773;    45.918475;  0.0002;    14.290352;  0.0001; 110.1876;    0.05;    45.892720;  0.0003;    14.185721;  0.0001; 102.7189;    0.06;     0.20;  +1.74; 106.5361; 0.489; 2.68e-06; 17.13;        14.25;   True;   True;    2; HR0004,HR0008
20190901004744_o3kgS; 2458727.533153486904; 2019-09-01 00:47:44.461268;    -1;  ...; 158.054232;   7.567940; 324.89612;  6.2725; +71.90165;  0.4124;  40.12105;  1.9773; +70.58834;  1.8438;  27.15566;  1.6292; 260.21153;  0.4774; +49.29461;  1.5242;  33.78781;  1.6260;    1.440122;  0.3172;   0.326508;  0.1122;  49.935624;  1.5287; 212.769991;  11.0987; 158.057548;   0.0001;  10.827539; 11.0988; -24.471721;    None;   0.969912;  0.0152; 327.227147; 11.0987; 343.841922; 10.8317;    1.910333;  0.6224;   0.570302;  0.1500;   1.728223;  0.6133;   4.253825;  0.6406; 330.12405;  6.3889; +71.67714;  0.3628; 339.29784;  2.1774;  57.27065;  1.5899;  29.27121;  1.5125;  28.13080;  1.7108;    44.253871;  0.0048;    15.731303;  0.0041;  98.5558;    0.65;    44.199091;  0.0060;    15.759812;  0.0050;  88.2941;    0.81;     0.48;  +0.69;  93.8193; 0.462; 5.57e-05; 27.39;        73.27;   True;   True;    4; HR0007,HR000D,HR000K,HR000N
20190901005125_vcxTE; 2458727.535711688921; 2019-09-01 00:51:25.489923;    -1;  ...; 158.056707;  30.476958;  55.13457;  0.4371; +44.18353;  0.9342;  63.35600;  0.0778; +23.91764;  0.9808;  63.62640;  0.4911;  57.73987;  0.1619; +41.73394;  1.2769;  38.75365;  0.8145;    3.468121;  2.6224;   0.715177;  0.0720; 137.801756;  1.2899; 198.454267;   1.0426; 158.056444;   0.0001; 356.510712;  1.0425; -12.276191;    None;   0.987802;  0.0014; 341.542772;  1.0427; 357.826379;  0.7125;    5.948441;  5.2434;   0.152603;  0.0472;   6.458654; 10.2662;   0.655215;  0.3796;  55.66272;  0.4272; +44.19237;  0.9279;  86.98615;  2.9581;  72.20895;  0.4666;  64.68724;  0.4839;  62.56725;  0.2495;    46.085693;  0.0016;    37.716829;  0.0011;  99.6689;    0.13;    46.082895;  0.0013;    37.641018;  0.0010;  81.1635;    0.09;     0.32;  -1.19;  82.7334; 0.915; 7.05e-05; 16.32;        27.66;   True;   True;    2; RU0002,RU0003
20190901005519_marGS; 2458727.538417229429; 2019-09-01 00:55:19.248623;    -1;  ...; 158.059326;   8.020255;  46.58162;  0.0533; +52.20615;  0.0751;  59.76583;  0.0342; +33.22804;  0.0767;  58.91120;  0.0804;  46.71733;  0.0785; +57.37514;  0.0640;  38.33132;  0.1045;    3.076690;  0.0961;   0.687444;  0.0086; 120.805083;  0.0552; 207.903428;   0.2949; 158.059471;   0.0000;   5.962899;  0.2949; -23.700583;    None;   0.961639;  0.0007; 332.093966;  0.2949; 356.121304;  0.1969;    5.191741;  0.1916;   0.182633;  0.0074;   5.396675;  0.2603;   1.119586;  0.0480;  46.96352;  0.0521; +52.13025;  0.0745;  62.03579;  0.1713;  64.09667;  0.0326;  60.07322;  0.0790;  58.24099;  0.0790;    46.000384;  0.0001;    14.271963;  0.0000; 105.7899;    0.01;    45.977728;  0.0001;    14.210813;  0.0000;  94.5849;    0.01;     0.25;  -0.01; 101.3473; 0.396; 1.73e-05; 37.44;         7.12;   True;   True;    3; HR0008,HR000F,HR000Q
20190901005538_457A3; 2458727.538643017411; 2019-09-01 00:55:38.756704;    -1;  ...; 158.059544;   7.990364; 112.30427;  0.0614; +36.36983;  0.1585; 108.38681;  0.0749; +14.34495;  0.1493;  58.77332;  0.1312; 137.18609;  0.1577; +20.47843;  0.2124;  41.62659;  0.1044;   35.690752; 1.8e+02;   0.993458;  0.0023; 133.652856;  0.1216;  57.145701;   0.7448; 158.058888;   0.0000; 215.204590;  0.7448;  37.431172;    None;   0.233489;  0.0047; 122.851205;  0.7448;   0.165720;     nan;   71.148015; 3.6e+02;   0.004622;  0.0015; 213.223068;     nan;  -0.267058;  0.0546; 111.88549;  0.0581; +36.66942;  0.1542;  54.59032;  0.0827;  17.18993;  0.1408;  60.06735;  0.1289;  55.15775;  0.0723;    45.963892;  0.0002;    14.149943;  0.0001; 108.8899;    0.04;    45.831906;  0.0001;    13.884998;  0.0003; 101.0135;    0.03;     0.49;  +1.23; 103.6427; 0.666; 9.81e-06; 19.98;        25.76;   True;   True;    3; HR0004,HR0008,HR000F
20190901005858_2AgDG; 2458727.540958300699; 2019-09-01 00:58:58.797180;    -1;  ...; 158.061784;   9.560849;  34.90823;  0.3143; +54.62649;  0.4111;  52.92441;  0.2959; +38.05011;  0.3844;  57.89265;  0.2957;  27.69857;  0.5477; +61.94231;  0.6939;  40.43605;  0.1438;    7.238625;  0.6272;   0.874426;  0.0125; 112.103010;  0.6442; 218.125911;   0.5836; 158.062422;   0.0000;  16.188332;  0.5836; -34.891128;    None;   0.908981;  0.0036; 321.871738;  0.5836; 358.668958;  0.1795;   13.568270;  1.2579;   0.050608;  0.0074;  19.475328;  2.4859;   0.288367;  0.0778;  35.47698;  0.3101; +54.53600;  0.4056;  49.86033;  1.1641;  70.62808;  0.2217;  59.03065;  0.2904;  55.93055;  0.0585;    44.580982;  0.0005;    14.906780;  0.0007; 109.8795;    0.07;    44.555031;  0.0003;    14.863706;  0.0005;  96.9682;    0.04;     0.24;  +0.42; 100.8504; 0.699; 1.02e-05; 33.20;        55.12;   True;   True;    2; HR0007,HR000D
20190901005956_FiGKP; 2458727.541623789817; 2019-09-01 00:59:56.295440;    -1;  ...; 158.062428;  11.522372;  29.34969;  0.4186; +55.91550;  0.1760;  49.96554;  0.2658; +40.58867;  0.2118;  56.09156;  0.0955;  16.87161;  0.6824; +64.36984;  0.2544;  40.47908;  0.1251;    7.450174;  0.7169;   0.880953;  0.0103; 106.734868;  0.3261; 222.197328;   0.3922; 158.063342;   0.0000;  20.260671;  0.3922; -40.033726;    None;   0.886917;  0.0024; 317.800409;  0.3922; 358.619003;  0.1739;   14.013430;  1.4346;   0.048468;  0.0060;  20.335284;  3.0433;   0.372490;  0.0569;  30.03050;  0.4127; +55.83197;  0.1743;  40.50244;  0.8185;  74.06793;  0.1850;  57.23732;  0.0937;  55.69883;  0.0300;    44.985094;  0.0002;    16.628149;  0.0006; 107.2076;    0.03;    44.963024;  0.0002;    16.601550;  0.0003;  95.7399;    0.01;     0.22;  -1.52;  98.7167; 0.740; 6.57e-05; 88.12;        71.76;   True;   True;    6; HR000G,HR000K,HR000N,HR000P,HR000S,SI0001
20190901010016_8yeob; 2458727.541852389928; 2019-09-01 01:00:16.046490;    -1;  ...; 158.062649;  34.204398;  57.36280;  0.4776; +48.24288;  0.7402;  66.11943;  0.5492; +27.47491;  0.6419;  63.31839;  0.6407;  63.08838;  1.2054; +47.54230;  0.7032;  39.59767;  0.8103;    4.677213;  0.6520;   0.785019;  0.0676; 132.350037;  0.6274; 187.635267;   3.2194; 158.062852;   0.0000; 345.698119;  3.2194;  -5.635185;    None;   1.005512;  0.0045; 352.362083;  3.2195; 359.428671;  1.3106;    8.348915;  1.3000;   0.097437;  0.0609;  10.115361;  1.7850;   0.321452;  0.3696;  57.93754;  0.4779; +48.21636;  0.7325;  74.39384;  2.8790;  73.83265;  0.2534;  64.37056;  0.6307;  64.53495;  0.3938;    46.256577;  0.0009;    39.227431;  0.0005; 106.1856;    0.07;    46.248011;  0.0008;    39.183255;  0.0003;  93.8086;    0.05;     0.20;  -1.34;  98.6539; 0.609; 4.38e-05; 42.86;        38.55;   True;   True;    2; RU0002,RU0003
20190901010038_2K2Jw; 2458727.542112726718; 2019-09-01 01:00:38.539588;    -1;  ...; 158.062901;  10.655305; 352.63324;  0.9292;  -6.28634;  0.5064; 350.75330;  0.9328;  -2.85278;  0.4923;  26.85218;  0.2806; 296.42967;  0.2981;  -2.14980;  0.3687;  35.58315;  0.4782;    1.805047;  0.0985;   0.802318;  0.0083;   3.236336;  0.5394; 116.932105;   1.8747; 338.025716;   0.0043;  94.957820;  1.8758;   2.885021;    None;   0.356825;  0.0098; 243.106682;  1.8758; 341.734350;  2.1583;    3.253269;  0.1886;   0.406417;  0.0436;   2.425122;  0.1884;   3.585116;  0.1848; 354.09719;  0.9120;  -4.07615;  0.4818; 201.21836;  1.0701;  38.23918;  0.5830;  28.96387;  0.2585;  27.60612;  0.1741;    45.539698;  0.0004;    15.584797;  0.0012;  91.3524;    0.03;    45.588238;  0.0002;    15.611547;  0.0008;  86.7319;    0.04;     0.28;  +1.74;  88.3922; 0.641; 1.99e-05; 54.41;        69.40;   True;   True;    2; HR000N,HR000S
